1.jpg, 42.28252736120463
2.jpg, 41.15221630420011
3.jpg, 41.52641814389417
4.jpg, 41.9872307596258
5.jpg, 39.93817151712008
6.jpg, 39.512078503086016
7.jpg, 42.37899720932637
8.jpg, 42.23545794552678
9.jpg, 39.601188942276146
10.jpg, 40.13035767290212
11.jpg, 38.2664572787211
12.jpg, 42.446249830478045
13.jpg, 41.362963783617325
14.jpg, 40.148670663611796
15.jpg, 31.756742205730724
16.jpg, 31.441211515810203
17.jpg, 35.34349965307558
18.jpg, 37.11371917313809
19.jpg, 34.59674026080788
20.jpg, 39.05755359565107
21.jpg, 39.586168878698324
